"","stat","loading","year"
"1","x3PAVG",0.0954908328814437,1985
"2","x2PAVG",0.496934643358861,1985
"3","xFTAVG",0.00618486141828911,1985
"4","ASTtTOV",0.341148966704796,1985
"5","SPBtPFR",0.319493390608758,1985
"6","TS",0.520570449901314,1985
"7","FTr",0.504427369516921,1985
"8","PTS",0.377310239735277,1985
"9","TRB",0.309967207090058,1985
"10","AST",0.258429845712503,1985
"11","STL",0.295597291036257,1985
"12","BLK",0.194488634532763,1985
"13","PER",0.394079596370668,1985
"14","WS",0.398676142448585,1985
"15","OWS",0.35764661465788,1985
"16","DWS",0.356952721133657,1985
